city/state,associated filename,expiration,section,language,category,impact,id,State,Negotiating_Contract
Philadelphia,original contract.txt,6/30/17,XX.E,Written reprimands in a personnel file shall be removed from the record after two (2) years if the employee receives no further written reprimands or further disciplinary action within that period.,Erases misconduct records,Erases records of written reprimands after 2 years,593,,
Philadelphia,original contract.txt,6/30/17,III.5,"If the employee does not recieve any formal discipline during the twelve (12) month period, the discipline held in abeyance will be removed from the employee's record and it will be expunged from the officer's personel record.",Erases misconduct records,Expunges any discipline record after 1 year if the Commissioner places it in abeyance,390,,
Phoenix,Police Union Contract.txt,2021,1.4.E.7,"At his request, a unit member may have material of an adverse nature which is over three (3) years old removed from all the division and department files and moved to a section marked “Inactive” in the Central HR Department personnel file when there have been no incidents or problems of a similar nature within three (3) year period immediately preceding the request (except Discipline Notices and Industrial Injury or illness information). Performance Evaluations will be purged after three (3) years. At the annual employee evaluation, the unit member and his supervisor will review and purge the unit member’s division file. A unit member may make an appointment with fiscal to purge their department file. In the event that documentation that is eligible for purging from division and department files is not purged, it will not be considered in future disciplinary matters. Separation Notices over five (5) years old will not be considered in any process.",Erases misconduct records,"Purges material involving police misconduct and performance evaluations from the department’s files after three years, transfers this info to “Inactive” HR files which supervisors/the department doesn’t have access to, and prevents this information from being factored into future disciplinary decisions.",391,,
Phoenix,Police Union Contract.txt,2021,1.4.E.6,Performance evaluations will be purged from a unit member’s Human Resources Department file after no longer than ten (10) years.,Erases misconduct records,Erases records from HR files (where they are transferred after three years by the department) related to performance evaluations after no longer than 10 years,391,,
Phoenix,Police Union Contract.txt,2021,1.4.E.9,"At his request, a unit member may have documents related to disciplinary actions which are over ten (10) years old removed from his division and department personnel files and moved to a section marked ""Inactive"" in the Central HR Department personnel file when there have been no incidents or problems of a similar nature within the ten year period immediately preceding the request. The term disciplinary actions is defined as follows:

a. Any discipline given a unit member that resulted in a suspension of eighty (80) hours or less and,

b. For an infraction which did not result in a criminal charge or actions which did not include violent or assaultive behavior directed at another person or,

c. Any infraction that is no longer considered to be a disciplinary matter under current contemporary department standards in effect at the time of the unit member's file purge request.",Erases misconduct records,Erases disciplinary records after 10 years,391,,
Phoenix,Police Union Contract.txt,2021,1.4.E.4,"Material purged, or meeting all criteria for purging, from a unit member's division and department files and moved to a section marked ""Inactive"" in the Central HR Department personnel file in accordance with the below procedures or allegations about a unit member which are unfounded, exonerated or unresolved will not be used in future performance ratings, or disciplinary actions, ORB, UFB, CSB, IRP, Grievance, or any other review board.
Documents maintained by the department containing adverse comments about a unit member, regardless of the storage medium, will not be used in future disciplinary actions (meaning submitting as evidence at DRB, UFB, CSB, or any other disciplinary review board) if the unit member has not been previously made aware of the existence of the performance/conduct concerns.",Limits Oversight / Discipline,Prevents consideration of past misconduct in deciding discipline,394,,
Phoenix,Police Union Contract.txt,2021,1.4.E.8,"Once a unit member has been disciplined, no further disciplinary action maybe imposed for the same allegation during the same incident of misconduct. If a unit member has received a coaching for the same incident, it may be considered as a mitigating factor in the final determination of discipline. The effective date of the discipline for all grievance and appeal purposes will start form the date that the unit member signs the supervisor’s notes.",Limits Oversight / Discipline,Prevents officers from receiving additional discipline after they’ve been disciplined for a given allegation and allows officers to receive reduced discipline following “coaching”,391,,
Phoenix,Police Union Contract.txt,2021,1.4.G,"A unit member under investigation by Professional Standards Bureau or a Police Department supervisor for a disciplinary matter that may lead to a written

reprimand, suspension, demotion, or discharge, and who is interviewed or interrogated, or requested to produce any documentation, shall be given a written Notice Of Investigation (Form 80-58DB) informing him of the specific nature of the investigation, his status in the investigation, and all known allegations of misconduct involved in the interview of the unit member. In addition, the unit member and/or the Police Department supervisor/Professional Standard Bureau representative may mechanically record such interview/interrogation",Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,392,,
Phoenix,Police Union Contract.txt,2021,1.4.B.4(1),"At the time of the scheduled interview by Professional Standards Bureau, a Police Department Supervisor, or other City Employee, the investigator will make available for review to the unit member and/or his representative any material that is being used as the basis for an allegation of misconduct. Material includes any video, audio, photographs, or documents written by a complainant, witness or investigative lead that may be included in the internal investigation.",Gives officers unfair access to information,Gives officers access to all evidence prior to an interrogation,393,,
Phoenix,Police Union Contract.txt,2021,1.4.F.8,"In recognition of the mutual benefit to both the city and the unit member, suspensions MAY BE served under the following time limits, at the unit members option. Unit members may serve suspensions of more than 40 hours on an alternating weekly schedule. Unit members will also be allowed to exchange up to 40 hours of vacation or comp time in exchange for serving a suspension. The city retains the option to deviate from this provision for suspensions involving sexual harassment, violence in the work place, felonies, and drugs/alcohol.",Requires City Pay for Misconduct,Allows officers to use vacation time to pay themselves while on unpaid suspension,395,,
Phoenix,Police Union Contract.txt,2021,1.4.B.4(2),During the course of the administrative investigation the investigator will not intentionally misrepresent any fact or material issue to the unit member.,Restricts/Delays Interrogations,Limits the type of questions that can be asked,396,,
Phoenix,Police Union Contract.txt,2021,1.4.G.4,"If during the course of the above mentioned investigation, information is learned concerning additional misconduct on the part of the unit member being interviewed, an NOI will be issued to the unit member prior to the unit member being questioned about the additional misconduct information.",Restricts/Delays Interrogations,Limits questions that can be asked to involve only one alleged violation,397,,
Phoenix,Police Union Contract.txt,2021,1.4.B.2,"The interview/interrogation session shall be a reasonable period of time, taking into consideration the gravity and complexity of the misconduct being investigated.",Restricts/Delays Interrogations,Limits interrogations to 'reasonable period',398,,
Pittsburgh,Police Union Contract.txt,12/31/14,Section 19.II.A,"A sustained Disciplinary Action Report (""DAR"") disciplinary action shall be considered against an officer in any formal hearing for promotion or in any disciplinary hearing consistent with the following ""reckoning periods"": 1.Disciplinary action in the form of an oral written reprimand may be considered in determining the penalty for any subsequent offense by an officer or may be used against an officer for purposes of promotion for a period of one year.  2. Disciplinary action in the form of a written reprimand may be considered in determining the penalty for any subsequent offense by an officer or may be used against an officer for purposes of promotion for a period of two years.

 3. Disciplinary action in the form of a suspension may be considered in determining the penalty for any subsequent offense by an officer or may be used against an officer for purposes of promotion for a period of five years.",Erases misconduct records,History of disciplinary actions are erased after specified number of years.,399,,
Pittsburgh,Police Union Contract.txt,12/31/14,Section 19.II.B.1,The City will remove DAR's from an officer's PAR's system and file at the conclusion of the appropriate reckoning period.,Erases misconduct records,History of disciplinary actions are erased after specified number of years.,400,,
Pittsburgh,Police Union Contract.txt,12/31/14,Section 21.B.12,"When a police officer is accused of misconduct on either a Bureau charge or on a citizen complaint and the charge or complaint is unfounded, then all records of the investigation are to be destroyed one year after the investigation is completed and the officer shall be notified.",Erases misconduct records,Erases unfounded complaints after 1 year,401,,
Pittsburgh,Police Union Contract.txt,12/31/14,Section 5.B,"Any disciplinary action resulting in discharge, suspension, written reprimand or demotion. The employee may elect to grieve any such disciplinary action to arbitration before a single arbitrator or to a tripartite arbitration panel selected in accordance with the Police discipline appeals procedures of teh contract.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,402,,
Pittsburgh,Police Union Contract.txt,12/31/14,Section 20.A,"Employees' home addresses, phone numbers, and pictures shall be kept confidential and shall not be released to any person except for official City purposes or pursuant to a subpoena, statute or lawful investigation by an outside governmental agency.",Limits Oversight / Discipline,Prevents the identity of the officer from being released to the public/media,403,,
Pittsburgh,Police Union Contract.txt,12/31/14,Section 21.C,No police officer shall be compelled by the City to be interviewed by and/or to testify before the Citizen Police Review Board. Any statements compelled by the City under the Garrity Rule during internal investigations are confidential and not subject to discovery or release to the Citizens Police Review Board.,Limits Oversight / Discipline,"No civilian subpoena power, diciplinary findings do not need to be released to Civilian Oversight Board",404,,
Pittsburgh,Police Union Contract.txt,12/31/14,Section 21.B.11,"Upon completion of the investigation, OMI findings and conclusions will be given to the Chief who shall process the findings in compliance with this agreement.",Limits Oversight / Discipline,No civilian discipline power,405,,
Pittsburgh,Police Union Contract.txt,12/31/14,Section 19.II.G,"If an officer is charged with a criminal offense requiring suspension under the Confidence in Law Enforcement Act, that officer will be re-assigned to a non-law enforcement position in the bargaining unit provided such a vacancy exists. If there is no such vacancy, then the officer will be suspended without pay. Any such suspension may be challenged through the grievance/arbitration process.",Requires City Pay for Misconduct,Allows officers to be paid while suspended for criminal charges in some cases,406,,
Pittsburgh,Police Union Contract.txt,12/31/14,Section 15.A.,The City shall provide legal counsel to any employee in connection with any civil action brought against him or her arising out of the performance of his or her duties.,Requires City Pay for Misconduct,City pays full cost of legal defense,407,,
Pittsburgh,Police Union Contract.txt,12/31/14,Section 15.C.,"The parties agree to no more than $600.00 in Legal Defense Fund money maybe expended, per incident, for legal representation during the preliminary inquiry immediately following: (a) On duty shooting and involving injury or death; (b) In-custody death; ( c) On duty accident/related deaths. In addition, $1,200.00 in Legal Defense Fund money may be expended, per incident, for legal representation at any coroner's inquest arising out of the above-referenced incidents.",Requires City Pay for Misconduct,City pays up to $600-1200 legal fees following a police killing,408,,
Portland,Police Union Contract.txt,6/30/20,61.2.4.1,"When the investigation results in a determination of a sustained complaint and disciplinary action, only the findings and the disciplinary order may be placed in the officers Personnel and 201 files.",Erases misconduct records,Limits information about misconduct entered into personnel files,409,,Yes
Portland,Police Union Contract.txt,6/30/20,22.5,"The arbitrators decision shall be final and binding, but the arbitrator shall have no power to alter, modify, amend, add to or detract from the terms of the contract.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,410,,Yes
Portland,Police Union Contract.txt,6/30/20,61.2.2.8,"The complete interview of the officer, noting all recess periods, shall be recorded and the officer upon request will be provided a copy of the recording, or the officer may also record the interview at the officers own expense. If the interviewed officer is subsequently charged and any part of any recording of the interview is transcribed by the Bureau, the officer shall be given a complimentary copy thereof.",Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,411,,Yes
Portland,Police Union Contract.txt,6/30/20,61.2.3.2,The officer will be furnished with the names of all witnesses and complainants who will appear against the officer and/or whose statements will be used against the officer.,Gives officers unfair access to information,Gives officers access to the names of all complainants and witnesses prior to a disciplinary hearing,412,,Yes
Portland,Police Union Contract.txt,6/30/20,61.2.2.6,"Interviews shall not be overly long. The officer shall be entitled to such reasonable intermissions as the officer shall request for personal necessities, telephone calls, and rest periods, with one ten (10) minute intermission every hour, if the officer requests",Restricts/Delays Interrogations,Limits interrogations to not be 'overly long',415,,Yes
Portland,Police Union Contract.txt,6/30/20,61.2.2.7,"All interviews shall be limited in scope to activities, circumstances, events, conduct or acts which pertain to the subject investigation.",Restricts/Delays Interrogations,Limits questions that can be asked to involve only one alleged violation,416,,Yes
Portland,Police Union Contract.txt,6/30/20,61.2.2.5,Interviews shall be done under circumstances devoid of intimidation or coercion and shall not otherwise violate the officers Constitutional Rights. The officer shall not be subjected to abusive language. No promise of reward shall be made as an inducement to answer questions.,Restricts/Delays Interrogations,Limits the type of questions that can be asked,417,,Yes
Portland,Police Union Contract.txt,6/30/20,20.2,"If the City has reason to reprimand or discipline an officer, it shall be done in a manner that is least likely to embarrass the officer before other officers or the public. ",Limits Oversight / Discipline,"Limits discipline to be done in a way that is ""least likely to embarrass the officer.â€ť",901,,Yes
Portland,Police Union Contract.txt,6/30/20,20.4,"The City's Employee Information System and the information developed therein shall not form the basis for disciplinary action but may be used for non-disciplinary notice purposes, such as development of work performance plans and letters of expectation. The reports from EIS may not be used by the City for disciplinary, transfer or promotion decisions. However, if the underlying data that appears in EIS is maintained separately by the City and is simply reflected in the EIS, nothing in this agreement prevents the City from making appropriate use of the underlying data in disciplinary, transfer or promotion decisions.",Limits Oversight / Discipline,Prevents Early Warning System data from being used to hold officers accountable through discipline.,900,,Yes
Reno,Police Union Contract.txt,12/31/14,"Article 29.g, 1-5","(1)  Disciplinary actions other than letters of reprimand shall be sealed upon written request by the  employee to the Chief of Police with a copy to the Human Resources Department according to the following schedule: A) Suspension of less than three (3) days, without recurrence, three (3) years from the date of the incident giving rise to the suspension; B) Suspensions of three (3) days or more, with no recurrence, five (5) years from the date of the incident giving rise to the suspension.  (2) It is the intent of the parties that ""recurrence"" shall mean repetition of the same or similar act, error, or omission on the part of the employee as provided for in the Department Operations Manual or in the Civil Service Rules.  The City agrees that arbitrary or capricious application of this definition of ""recurrence"" shall be subject to the grievance procedure. (3) Sealing shall include sealing of all memos, letters, correspondence, complaint forms and any other written material pertaining to the disciplinary action. (4) Sealing shall not include the sealing of any material related to criminal offenses for which the employee was charged except in concurrence with the sealing or expungement of criminal charges by a court of competent jurisdiction, or except in the event of complete exoneration of the employee by the court.  (5) The City Human Resources Department shall be notified in all cases where sealing of disciplinary action is taken, and Human Resources Department file copies will be sealed accordingly.",Erases misconduct records,"Discipline documents are ""sealed"" and can't be opened without officer's request",418,,
Reno,Police Union Contract.txt,12/31/14,Article 29.b,"That ""just cause"" for any discipline as defined hereinafter, including discharge, is subject to appeal and review under the procedures set out below, expressly including final and binding arbitration.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,419,,
Reno,Police Union Contract.txt,12/31/14,Article 29.c.2,"Letters of reprimand will be effective for a period of twelve (12) months following date of incident and, provided there are no intervening reprimands or more severe disciplinary action having a same or similar relationship to the original incident, thereafter shall be of no further effect and shall be removed from files upon request of the affected employee.",Erases misconduct records,Reprimands destroyed after one year.,420,,
Reno,Police Union Contract.txt,12/31/14,Article 29.g.7,"unless the employee requests such unsealing -- and then only for examination by the person or persons which the employee specified, or at the direction of the Chief of Police who may deem it necessary.",Erases misconduct records,Only Office of Chief of Police may unseal records,421,,
Reno,Police Union Contract.txt,12/31/14,Article 29.g.6,"The sealed action shall not be held to discriminate against the employee in any subsequent disciplinary action, or in the event of impending promotion, merit step raise, transfer, request for educational leave, modification of duties, vacation selection, application for other employment, or against any other action the employee may take for his personal improvement or betterment.",Limits Oversight / Discipline,Prevents consideration of sealed records of misconduct in deciding discipline,422,,
Reno,Police Union Contract.txt,12/31/14,Article 29.f,"Discharge.  Any regular employee of the bargaining unit being discharged shall remain in pay status pending the outcome of a pre-termination hearing before the Chief of Police.  A pre-termination hearing is an informal hearing before the Chief of Police, where the employee will be given the right of Association representation to give his answer to the charge and give his/her ""side of the story.""  In the event that the Chief elects to terminate the employee and the employee elects to appeal, he may appeal to either the City Manager or Civil Service.  Notice of such appeal must be in writing or e-mail.  A hearing will be scheduled as quickly as possible with the City Manager or his designee.",Requires City Pay for Misconduct,Officers continue to be paid until the outcome of a pre-termination hearing,423,,
Rhode Island Police Bill of Rights,,None,42-28.6-4b,"Disciplinary action for violation(s) of departmental rules and/or regulations

shall not be instituted against a law enforcement officer under this chapter more

than three (3) years after such incident, except where such incident involves a

potential criminal offense, in which case disciplinary action under this chapter

may be instituted at any time within the statutory period of limitations for such

offense",Disqualifies Complaints,"3 year statute of limitations on imposing discipline after an incident occurs, except for criminal offenses",424,Rhode Island,
Rhode Island Police Bill of Rights,,None,42-28.6-2(5),"The law enforcement officer under investigation shall, prior to any interrogating, be informed in writing of the nature of the complaint and of the names of all complainants",Gives officers unfair access to information,Gives officers access to the names of complainants and nature of complaint before interrogation,425,Rhode Island,
Rhode Island Police Bill of Rights,,None,42-28.6-2(13),"No law enforcement officer shall be compelled to speak or testify before, or be questioned by, any non-governmental agency.",Limits Oversight / Discipline,Prevents officers from being compelled to testify in civilian non-governmental  forum or structure,426,Rhode Island,
Rhode Island Police Bill of Rights,,None,42-28.6-2(12),"No public statement shall be made prior to a decision being rendered by

the hearing committee and no public statement shall be made if the officer is

found innocent unless the officer requests a public statement; provided,

however, that this subdivision shall not apply if the officer makes a public

statement. The foregoing shall not preclude a law enforcement agency, in a

criminal matter, from releasing information pertaining to criminal charges

which have been filed against a law enforcement officer, the officer's status of

employment and the identity of any administrative charges brought against said

officer as a result of said criminal charges.",Limits Oversight / Discipline,Prevents the public from accessing infromation about internal investigations,427,Rhode Island,
Rhode Island Police Bill of Rights,,None,42-28.6-13,"Summary: The chief or the highest ranking sworn officer of the law enforcement agency when the law enforcement officer is under investigation may be suspended, but will receive all ordinary pay and benefits they would receive if they were not suspended. When suspended without pay, the officer is still entitled to benefits.",Requires City Pay for Misconduct,Allows officers to be paid while suspended for criminal charges in some cases,428,Rhode Island,
Rhode Island Police Bill of Rights,,None,42-28.61(2),The law enforcement agency and the law enforcement officer under investigation shall each be responsible to pay fifty percent of the legal fees,Requires City Pay for Misconduct,City pays 50% of legal defense,429,Rhode Island,
Rhode Island Police Bill of Rights,,None,42-28.6-2(9),The interrogation shall be suspensed for a reasonable amount of time until representation can be obtained.,Restricts/Delays Interrogations,Delays interrogations for a 'reasonable amount of time' for the officer to obtain counsel,430,Rhode Island,
Rhode Island Police Bill of Rights,,None,42-28.6-2(3),All questions directed to the officer under interrogation shall be asked by and through one interrogator,Restricts/Delays Interrogations,Limits the number of interrogators to one,431,Rhode Island,
Rhode Island Police Bill of Rights,,None,42-28.6-2(7),"Any law enforcement officer under interrogation shall not be threatened with transfer, dismissal, or disciplinary action.",Restricts/Delays Interrogations,Limits the type of language and incentives used during interrogation,432,Rhode Island,
Rhode Island Police Bill of Rights,,None,42-28.6-2(6),Interrogatin sessions shall be for reasonable periods and shall be timed to allow for such personal necessities and rest periods as are reasonable necessary,Restricts/Delays Interrogations,"Limits interrogations to 'reasonable amount of time,' gives officers breaks that are not given to civilians",433,Rhode Island,
Riverside,supervisor.txt,6/30/09,16.4.5.c,"Other disciplinary grievances for employees who receive discipline other than that which is indicated in b (suspension for more than 10 days, termination or demotion). The matter may be appealed to binding grievance arbitration. The arbitrator's decision and award shall be final and binding on the parties and may be reviewed only pursuant to Code of Civil Procedure Section 1285 et seq.",Limits Oversight / Discipline,"Allows officers to overturn discipline through binding arbitration, except for suspensions over 10 days, termination or demotion.",434,,
Riverside,non supervisor.txt,6/30/09,16.4.5.c,"Other disciplinary grievances for employees who receive discipline other than that which is indicated in b (suspension for more than 10 days, termination or demotion). The matter may be appealed to binding grievance arbitration. The arbitrator's decision and award shall be final and binding on the parties and may be reviewed only pursuant to Code of Civil Procedure Section 1285 et seq.",Limits Oversight / Discipline,"Allows officers to overturn discipline through binding arbitration, except for suspensions over 10 days, termination or demotion.",434,,
Rochester,Police Union Contract.txt,6/30/16,20.2.F,No command discipline shall be commenced under this Section more than ninety (90) days after the occurrence of the alleged misconduct.,Disqualifies Complaints,90 day statute of limitations for imposing command discipline after misconduct has been alleged,435,,
Rochester,Police Union Contract.txt,6/30/16,20.1.16,"No removal or disciplinary proceeding shall be commenced more than eighteen ( 18) months after the occurrence of the alleged incompetence or misconduct complainted of in the disciplinary charges, except that such limitations shall not apply where the incompetency or misocnduct complained of and charges would, inf proved in a court of appropriate jurisdicrtion, constitute a crime.",Disqualifies Complaints,18-month statue of limitation on investigations (except where offense constitutes a crime),436,,
Rochester,Police Union Contract.txt,6/30/16,27.4.B,"Decisions of the arbitrator shall be final and binding on the Club, the City and any grievant, provided said decision is within the scope of his authority and the constraints established by this section.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,437,,
Rochester,Police Union Contract.txt,6/30/16,20.2.G,"The record of any command discipline shall be removed from a member's personnel record after the member has had no other discipline imposed for a period of one year, and will not be used against the member thereafter. Upon request of the member, such written records shall be destroyed or returned to him.",Erases misconduct records,Erases records of command discipline after 1 year if no further incident has occurred,438,,
Rochester,Police Union Contract.txt,6/30/16,20.1.9,A member of the bargaining unit shall have the right to electronically or otherwise record any and all statements he gives to the police Department during such investigation.,Gives officers unfair access to information,Gives officers immediate access to the recorded interrogation,439,,
Rochester,Police Union Contract.txt,6/30/16,20.1.15.1,"Except as provided in Section 2 of this Article, discipline shall be covered by Civil Service Law Section 75 and 76. The Hearing Board shall be selected in the following manner:

A. The Appointing Authority will submit to the member a list of 3 command officers of the rank of Lieutenant or higher from which the member must select at least 2 who shall serve on the Hearing Board.

B. The member may submit to the Appointing Authority a list of 3 other members holding a rank higher than his rank from which the Appointing Authority shall select one member of the Hearing Board.

C. If a civilian is named to serve on the Hearing Board upon the request of the complainant, the civilian will serve in place of one of the Appointing Authority's designees. The member will decide which command officer will be replaced by the civilian.",Limits Oversight / Discipline,"Limits the number of civilians serving on disciplinary hearing boards to one, allows officers to play a role in selecting which officers will serve on the board",440,,
Rochester,Police Union Contract.txt,6/30/16,21.2,The City agrees not to release the Police identification photograph of any member to the news media unless the City first receives the permission of the affected member.,Limits Oversight / Discipline,Prevents the identity of the officer from being released to the public/media without officer's permission,441,,
Rochester,Police Union Contract.txt,6/30/16,21.3,"Upon receipt by the City of a request for the employment records of a member or former member of the Rochester Police Department, the City may disclose to the requesting party the records of any prior disciplinary proceedings in which such member or former member was found guilty or pled guilty following charges and an opportunity to be heard.",Limits Oversight / Discipline,Prevents the public from accessing information about past investigations against officers that were unustained or exonerated,442,,
Rochester,Police Union Contract.txt,6/30/16,20.1.18,"Unless the nature of the investigation requires immediate attention, the member shall be given at least 48 hours advance notice of any interview conducted under this Section.",Restricts/Delays Interrogations,48 hour delay,443,,
Rochester,Police Union Contract.txt,6/30/16,20.1.10,"Shall not be subject to any offensive language nor shall he be threatened with transfer, dismissal or any other disciplinary punishment.",Restricts/Delays Interrogations,Limits the type of language and incentives used during interrogation,444,,
Sacramento,Police Union Contract.txt,6/21/19,21.3,"Appeals of all formal discipline above letter of reprimand will be heard by a third party neutral arbitrator using one (1) of the two (2) following processes, at the employee's discretion. On any discipline above an eighty (80) hour suspension, if there is a disagreement between the parties regarding which process to use, the default will be formal arbitration.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration,600,,
Sacramento,Police Union Contract.txt,6/21/19,3.3.2.a.4,"In no event shall an officer be brought to IAS, for questioning, or be required to answer allegations regarding minor complaints received anonymously without independent corroborating information. ",Disqualifies Complaints,Disqualifies anonymous complaints unless corroborated.,578,,
Sacramento,Police Union Contract.txt,6/21/19,3.3.2.a.5,"Documented disciplinary actions, or other related adverse documented comments entered in the employee's Office file, shall be removed from the Office file after one year from the date of documentation.",Erases misconduct records,Erases sustained violations after 1 year,445,,
Sacramento,Police Union Contract.txt,6/21/19,21.2.b,Such letter will be withdrawn from an employee's official personnel file two (2) years from the date of issue provided there has not been additional formal discipline imposed during the two-year period.,Erases misconduct records,"Erases ""letter of reprimand"" after 2 years",447,,
Sacramento,Police Union Contract.txt,6/21/19,3.3.2.a.1,"When an employee is notified that he/she shall be subject to an IA interview, he/she shall be informed whether he/she is a

witness or a principal. The employee shall normally be notified of the nature of the investigation no later than the day before the interview.",Restricts/Delays Interrogations,24 hour delay,448,,
Sacramento,Police Union Contract.txt,6/21/19,3.3.2.a.1,"The length of employee investigative interviews shall be of a reasonable duration. Furthermore, the employee shall be entitled to a reasonable number of break periods for the purposes of personal hygiene, telephone calls and meals.",Restricts/Delays Interrogations,"Limits interrogations to 'reasonable period,' gives officers breaks that are not given to civilians",449,,
Sacramento,Police Union Contract.txt,6/21/19,21.1,"By mutual agreement between the Chief of Police or designee and the employee, an employee suspended from duty without pay may forfeit accumulated holiday and/or vacation credits equal to the number of hours of suspension in-lieu of such suspension. If the suspension is reduced or reversed at the conclusion of the appeal process, the City shall reinstate the forfeited holiday/vacation credits. An employee who has forfeited accumulated vacation credits may utilize accumulated holiday credit for an approved vacation period. This Section shall not be subject to the Grievance Procedure",Requires City Pay for Misconduct,Allows officers to use vacation and/or holiday time to avoid serving unpaid suspensions,446,,
Sacramento,Police Union Contract.txt,6/21/19,9.6.a,"When an employee is subpoenaed to appear before a hearing board or in a Civil Court case in his/her capacity as a Sacramento Police Officer or City employee, and is not scheduled to be on duty, the employee shall be compensated in accordance with the court overtime provisions as set forth in subsections (b), (c), (d), (e), (f) and (g) of Section 9.2 of this Article.",Requires City Pay for Misconduct,Requires City pay for officers to testify and/or appear in court regarding  their misconduct.,580,,
Sacramento,Police Union Contract.txt,6/21/19,9.6.b,"When an employee is requested by the City to either appear before the City's Accident Review Board or to testify in a formal disciplinary appeal case, and is not scheduled to be on duty, the employee shall be compensated for two (2) hours pay at the rate of time and one-half or the actual amount of time spent, whichever is greater, for such appearance.",Requires City Pay for Misconduct,Requires City pay for officers to testify and/or appear in court regarding  their misconduct.,579,,
Sacramento,Police Union Contract.txt,6/21/19,3.3.2.a.1,"Except for emergency situations, employee investigative interviews shall be performed at the Sacramento Police Department. ",Restricts/Delays Interrogations,Limits the location of interrogations to be conducted at the police department.,577,,
San Antonio,Police Union Contract.txt,9/30/21,28.1,Officers suspended for three (3) days or less who appeal the suspension shall not serve the suspension unless a suspension with loss of pay is awarded by an arbitrator.,Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration.,591,,
San Antonio,Police Union Contract.txt,9/30/21,28.5,"Appeal from demotion, suspension or indefinite suspension shall be decided by one (1) arbitrator, selected according to this agreement. Upon receiving an appeal from the Officer, the Human Resources Director shall act promptly to notify the Association, the Chief, and the City Manager of the appeal.",Limits Oversight / Discipline,Allows officers to overturn discipline through binding arbitration.,591,,
San Antonio,Police Union Contract.txt,9/30/21,28.19,"Except as provided in this section of this Article, the Chief and City are precluded from the introduction of evidence or otherwise complaining of any acts or occurrences earlier than the one hundred and eightieth (180th) calendar day immediately preceding the date on which the Chief suspends or demotes the Officer. The Chief may introduce evidence or otherwise complain of any felony Penal Code violation, a felony violation of the Controlled Substance Act, a Class A or B Misdemeanor committed by an officer so long as the evidence or complaint is filed within one hundred and eighty (180) calendar days of the Department's first knowledge of the act, provided however, that the statute of limitation for criminal judicial action against the officer involved has not expired. This amendment language shall not be applied retroactively. Only upon written notice in the original written statement of the Chief may any act or occurrence be admissible in a disciplinary hearing in accordance with this section.",Disqualifies Complaints,"180 day statute of limitations on investigations, 180 day period for investigation to be initiated into criminal offenses",450,,
San Antonio,Police Union Contract.txt,9/30/21,28.22,"The Chief or his counsel and the Officer and his counsel may mutually agree in writing to extend the 180 day deadline for disciplinary proceedings by delaying the execution of the disciplinary written statement of charges, if any, to a date no later than thirty calendar days afte rthe final adjudication of the criminal charge pending. By entering into a mutually agreeable written agreement, neither party intends to create, nor does a written waiver directly or indirectly create a past practice.",Disqualifies Complaints,"180 day statute of limitations on investigations, 30 day extension with consent of officer",451,,
San Antonio,Police Union Contract.txt,9/30/21,28.19.E,"Upon execution of this Agreement, suspensions of three (3) days or less that were not appealed by the Officer shall be automatically reduced to a written reprimand two (2) years after the date the suspension was served on the Officer if the Officer did not have a sustained complaint for the same rule within two (2) years from the date the suspension was served on the officer. Suspensions that were appealed to the Commission or Arbitrator by the Officer are not eligible to be reduced to a written reprimand under this Section. The original suspension

paperwork sent to the Commission will reflect the conditions of this Section to reduce the applicable suspension to a written reprimand. The reduction of any suspension contained within this subsection does not qualify for any form of reimbursement to the employee.",Erases misconduct records,"Erases records of suspensions after 2 years, replaces them with written reprimands",452,,
San Antonio,Police Union Contract.txt,9/30/21,29.2.C(2),"The Officer shall be allowed to review but not copy verbatim or photocopy any complaints, affidavits, other written statements, GPS/AVL readouts, video recordings, audio recordings, and photographs, which have been gathered as part of the administrative investigation.",Gives officers unfair access to information,Gives officers access to all evidence prior to an interrogation,453,,
San Antonio,Police Union Contract.txt,9/30/21,29.3.G,Each board shall make independent recommendations and forward these recommendations to the Chief of Police. Such recommendations are advisory only and are not binding on the Chief. The Citizen Advisory Action Board may not conduct a separate independent investigation but may recommend to the Chief of Police that further investigations should be undertaken.,Limits Oversight / Discipline,No civilian discipline power,454,,
San Antonio,Police Union Contract.txt,9/30/21,29.3.F,"The Chairperson of the CAAB (the Deputy Chief), on recommendation from any member of the CAAB may elect to hear testimony from complainants or responding Officers. Attendance to these boards meetings where testimony is requested are entirely voluntary and complainants or responding officers may elect to remove themselves at any stage of the questioning by either board without fear of reprisal.",Limits Oversight / Discipline,No civilian subpoena power,455,,
San Antonio,Police Union Contract.txt,9/30/21,28.18,"police officer may use holiday, vacation, or bonus days as compensation for suspensions up to 45 days.",Requires City Pay for Misconduct,Allows officers to use discretionary time to pay themselves while on unpaid suspension,456,,
